POSTCODE,Suburb,Top country of birth,total,"Born overseas, %","Born in non-English speaking country, %",Top country of birth__1,"Top country of birth, persons","Top country of birth, %",AgeRang,percent,AgeGroup,AG_percent
3352,MINERS REST,England,2423,6.7,2.3,England,82,1.8,rang75n79,0.7,Children,25.4
3352,MITCHELL PARK,China,569,8.8,5.7,China,38,3.7,rang75n79,1.8,Children,17.3
3355,WENDOUREE,England,10902,7.8,4.5,England,470,2.4,rang75n79,4.6,Children,17.8
3355,LAKE GARDENS,England,1717,15.6,7.5,England,118,3.6,rang75n79,4.1,Children,22
3356,SEBASTOPOL,England,9808,9.1,5,England,412,2.4,rang75n79,3.9,Children,18.4
3356,DELACOMBE,England,5172,7.5,3.9,England,202,2.2,rang75n79,2.7,Children,21.6
3357,BUNINYONG,England,2721,10.1,2.8,England,254,5,rang75n79,2.2,Children,22.6
3364,ASCOT,England,1399,4.3,2.3,England,24,0.9,rang75n79,1.2,Children,20.2
3381,BELLFIELD,India,1811,32.3,27.5,India,138,4.3,rang75n79,2.1,Children,17.1
3465,CRAIGIEBURN,India,36549,33.6,28.5,India,3682,5.9,rang75n79,0.8,Children,25.2
3550,BENDIGO,England,5908,9.5,4.9,England,262,2.5,rang75n79,2.7,Children,16.3
3550,KENNINGTON,England,5956,10.8,7.4,England,220,2,rang75n79,4.2,Children,15.3
3550,NORTH BENDIGO,India,4040,9.6,6.6,India,140,1.9,rang75n79,3.3,Children,18.8
3550,WHITE HILLS,England,3404,5.8,3.3,England,116,1.9,rang75n79,3.1,Children,20.2
3550,LONG GULLY,England,3400,5.9,2.8,England,116,1.8,rang75n79,3.9,Children,20
3550,FLORA HILL,England,3944,8.9,5.8,England,132,1.8,rang75n79,2.1,Children,15.7
3550,QUARRY HILL,England,2385,6.2,3.2,England,94,2.1,rang75n79,1.8,Children,20
3550,SPRING GULLY,England,3006,6.7,3.2,England,142,2.5,rang75n79,2.8,Children,19.6
3550,IRONBARK,England,1136,5.7,3.3,England,56,2.8,rang75n79,1.6,Children,15.8
3550,EAST BENDIGO,England,2187,6.3,3.5,England,88,2.1,rang75n79,3.7,Children,14.8
3550,STRATHDALE,England,5760,7.8,4.6,England,272,2.5,rang75n79,3.7,Children,18
3550,WEST BENDIGO,Papua New Guinea,354,6.7,2.9,Papua New Guinea,24,3.5,rang75n79,2.8,Children,16
3551,STRATHFIELDSAYE,England,4439,5.6,2.5,England,152,1.8,rang75n79,1.2,Children,27.6
3551,HUNTLY,England,1235,4.3,1.6,England,42,1.8,rang75n79,2.3,Children,20.8
3551,EPSOM,New Zealand,2803,5.3,3.2,New Zealand,46,0.9,rang75n79,1.7,Children,25.2
3551,MAIDEN GULLY,England,3837,3.4,1.7,England,114,1.6,rang75n79,0.9,Children,26.3
3551,JUNORTOUN,England,1020,7.4,2.8,England,44,2.4,rang75n79,2.5,Children,26.6
3555,KANGAROO FLAT,England,9896,6.8,3.5,England,360,2,rang75n79,3.9,Children,18.3
3555,GOLDEN SQUARE,England,8634,6.5,3.6,England,270,1.7,rang75n79,3.3,Children,17.8
3555,GOLDEN GULLY,England,268,6,2.8,England,14,2.8,rang75n79,2.6,Children,17.5
3556,EAGLEHAWK,England,4875,4.4,1.8,England,170,1.9,rang75n79,3.1,Children,19.6
3556,CALIFORNIA GULLY,England,4410,4.3,1.3,England,158,2,rang75n79,3.4,Children,22.5
3556,SAILORS GULLY,England,785,5.5,1.4,England,40,2.9,rang75n79,2.9,Children,15
3556,JACKASS FLAT,Germany,312,4.2,3.2,Germany,10,1.8,rang75n79,3.8,Children,21.5
3634,MARIBYRNONG,Vietnam,11118,44.2,38.8,Vietnam,2238,11.7,rang75n79,1.3,Children,15.6
3712,THORNBURY,Greece,18417,33.2,26.5,Greece,1716,5.3,rang75n79,2.8,Children,15.5
3752,SOUTH MORANG,India,24428,26.8,22.2,India,1582,4,rang75n79,0.9,Children,25.7
3754,DOREEN,England,12852,12.2,5.9,England,778,3.7,rang75n79,0.5,Children,29.4
3754,MERNDA,England,7599,21.7,15.5,England,340,2.7,rang75n79,0.3,Children,25.4
3765,MONTROSE,England,7006,15.2,6.5,England,812,6.4,rang75n79,2.1,Children,18.2
3766,KALORAMA,England,1248,20.2,8.3,England,204,8.9,rang75n79,1.6,Children,18.2
3767,MOUNT DANDENONG,England,1275,22.4,8.4,England,250,10.4,rang75n79,3.7,Children,20.6
3770,COLDSTREAM,England,1770,12,2.6,England,198,5.9,rang75n79,1.1,Children,22.6
3781,COCKATOO,England,3891,13.8,5.2,England,430,6.1,rang75n79,0.4,Children,21.6
3782,EMERALD,England,6030,18.5,6.3,England,966,8.6,rang75n79,1.8,Children,19.4
3782,AVONSLEIGH,England,417,12.1,3.5,England,54,7.3,rang75n79,1,Children,22.4
3782,CLEMATIS,England,368,16,4.7,England,42,6.1,rang75n79,2.4,Children,21.8
3786,FERNY CREEK,England,1607,16.5,5.9,England,178,6.1,rang75n79,1,Children,19.6
3787,SASSAFRAS,England,1181,18.5,6.9,England,186,8.4,rang75n79,0.8,Children,17.5
3788,OLINDA,England,1295,18.8,8,England,188,7.9,rang75n79,1.6,Children,16.4
3789,SHERBROOKE,England,272,19.5,7.3,England,54,10.4,rang75n79,3.7,Children,15
3791,KALLISTA,England,1624,19.2,7.2,England,240,8,rang75n79,2,Children,17.6
3792,THE PATCH,England,1089,16.4,6.7,England,128,6.2,rang75n79,2,Children,19.8
3793,MONBULK,England,2827,18.4,8.1,England,382,7.4,rang75n79,2.7,Children,17.8
3796,MOUNT EVELYN,England,9635,13.9,5.6,England,1078,5.9,rang75n79,1.4,Children,22.1
3802,ENDEAVOUR HILLS,Sri Lanka,25594,49.5,43.3,Sri Lanka,2630,5.6,rang75n79,1.7,Children,18.2
3803,HALLAM,India,10770,52.3,45,India,1078,5.5,rang75n79,2.1,Children,19.5
3804,NARRE WARREN NORTH,England,6213,27.6,20.4,England,454,4,rang75n79,1.9,Children,19.8
3805,NARRE WARREN,India,27169,34.7,26.7,India,1860,3.7,rang75n79,1.6,Children,21.6
3805,NARRE WARREN SOUTH,India,29888,34.9,26.7,India,2438,4.4,rang75n79,0.9,Children,26.8
3806,BERWICK,England,46581,28.7,16.8,England,4912,5.7,rang75n79,1.9,Children,22.9
3806,HARKAWAY,England,415,17.3,5.7,England,40,5.4,rang75n79,1.2,Children,16.7
3807,BEACONSFIELD,England,6478,17.3,7,England,714,6.3,rang75n79,1.2,Children,24.6
3875,HILLSIDE,India,17214,27.9,24.2,India,1046,3.3,rang75n79,0.6,Children,26
3910,LANGWARRIN,England,21929,17.4,5.7,England,2950,7.1,rang75n79,1.8,Children,20.4
3911,BAXTER,England,2177,16.4,5.2,England,274,6.8,rang75n79,1.1,Children,17.1
3911,LANGWARRIN SOUTH,England,1173,15.2,6,England,134,6.1,rang75n79,1.7,Children,21.6
3912,SOMERVILLE,England,10388,15.2,3.8,England,1586,8.1,rang75n79,2.4,Children,20.6
3912,PEARCEDALE,England,2562,11.8,3.9,England,298,6.3,rang75n79,0.4,Children,21.4
3913,TYABB,England,3107,16.2,4.4,England,452,7.9,rang75n79,1.5,Children,19.8
3915,HASTINGS,England,8586,17.6,5.4,England,1352,8.7,rang75n79,3.7,Children,19.2
3918,BITTERN,England,3500,14.3,3.1,England,532,8.2,rang75n79,1.8,Children,21.9
3919,CRIB POINT,England,2942,13.1,3.3,England,362,6.9,rang75n79,1.3,Children,20.1
3920,HMAS CERBERUS,England,1134,9.8,4.4,England,54,2.6,rang75n79,0,Children,8.9
3927,SOMERS,England,1472,15.4,3.8,England,222,8.4,rang75n79,3.5,Children,17
3930,MOUNT ELIZA,England,18048,25.2,7.4,England,3818,11.6,rang75n79,3.4,Children,20.1
3931,MORNINGTON,England,23401,23,6.5,England,4492,10.6,rang75n79,4.2,Children,17.4
3934,MOUNT MARTHA,England,17801,21.4,5.4,England,3484,10.9,rang75n79,3.5,Children,21.9
3936,DROMANA,England,5146,19.4,10.2,England,542,5.9,rang75n79,4.5,Children,14.8
3936,SAFETY BEACH,England,3701,24.4,9.7,England,606,9.5,rang75n79,5.6,Children,16.1
3938,MCCRAE,England,2667,13.2,5.6,England,226,4.8,rang75n79,4,Children,12.3
3939,ROSEBUD,England,13017,16.5,6,England,1734,7.3,rang75n79,5.7,Children,15.3
3940,ROSEBUD WEST,England,4766,18.4,7.7,England,558,6.7,rang75n79,8.4,Children,13.5
3941,RYE,England,8442,17.4,8.9,England,744,5,rang75n79,5.5,Children,16.6
3941,TOOTGAROOK,England,2799,17.3,9,England,262,5.3,rang75n79,4.2,Children,18.3
3941,ST ANDREWS BEACH,England,891,14.5,6.8,England,72,4.5,rang75n79,1.1,Children,20.9
3942,BLAIRGOWRIE,England,2222,13.7,5.8,England,256,6.4,rang75n79,6,Children,14.4
3943,SORRENTO,England,1490,14.9,6.5,England,162,6,rang75n79,7.9,Children,10.1
3944,PORTSEA,England,458,13.3,4.6,England,44,5.3,rang75n79,10.3,Children,4.8
3975,LYNBROOK,India,7565,49.3,43,India,1314,10.1,rang75n79,0.9,Children,26.5
3975,LYNDHURST,India,5515,46.5,38.5,India,726,7.6,rang75n79,0.1,Children,25
3976,HAMPTON PARK,India,24796,52.1,44.4,India,3800,8.4,rang75n79,1.4,Children,23.2
3977,CRANBOURNE,England,19932,28.3,18.4,England,1474,4.2,rang75n79,1.8,Children,21.1
3977,CRANBOURNE EAST,India,9577,31.5,20.9,India,820,5.2,rang75n79,2.5,Children,25.4
3977,CRANBOURNE NORTH,India,15816,32.5,23.8,India,1242,4.5,rang75n79,0.9,Children,24.5
3977,CRANBOURNE WEST,New Zealand,9622,32.3,22.9,New Zealand,868,5.2,rang75n79,0.9,Children,26.8
3977,JUNCTION VILLAGE,England,1260,20.5,8,England,146,7,rang75n79,9,Children,12.6
3977,SKYE,England,8052,23.1,12.3,England,728,5.1,rang75n79,1.2,Children,25
3977,BOTANIC RIDGE,England,1980,18,6.3,England,204,6,rang75n79,0.3,Children,25.8
3977,CRANBOURNE SOUTH,England,515,15.1,8.2,England,58,6.2,rang75n79,2.5,Children,14.5
3977,DEVON MEADOWS,England,916,17.8,9.6,England,102,6.3,rang75n79,0.4,Children,17.2
3977,SANDHURST,England,3411,32.2,16,England,452,7.6,rang75n79,0.6,Children,21.2
3000,MELBOURNE,China,32927,68.2,58.7,China,6374,12.8,rang80n84,0.6,Children,3.9
3002,EAST MELBOURNE,England,5108,30.8,16.9,England,414,4.9,rang80n84,1.7,Children,6.2
3003,WEST MELBOURNE,China,4135,43.3,34.6,China,394,6.1,rang80n84,1,Children,6.5
3006,SOUTHBANK,China,13424,60.6,47.3,China,1796,9,rang80n84,0.5,Children,4.9
3006,SOUTH WHARF,China,75,34.7,28.6,China,8,8.2,rang80n84,0,Children,0
3008,DOCKLANDS,China,6640,56.1,43.2,China,938,9.8,rang80n84,0.2,Children,5.9
3011,FOOTSCRAY,Vietnam,14149,52.9,45.3,Vietnam,2500,10.9,rang80n84,1.8,Children,12
3011,SEDDON,Vietnam,5077,34,25.1,Vietnam,550,6,rang80n84,1.1,Children,17.7
3012,WEST FOOTSCRAY,Vietnam,10946,42.7,36.3,Vietnam,1652,8.7,rang80n84,1.8,Children,16.2
3012,MAIDSTONE,Vietnam,8295,50.5,45.8,Vietnam,2346,16.5,rang80n84,2,Children,15.6
3012,BROOKLYN,Vietnam,1728,43.2,37.2,Vietnam,158,5.2,rang80n84,2.7,Children,12.8
3012,KINGSVILLE,Vietnam,3737,32.3,23.8,Vietnam,230,3.6,rang80n84,1.6,Children,18.9
3013,YARRAVILLE,England,14503,28.4,19.4,England,934,3.6,rang80n84,2,Children,18.1
3015,NEWPORT,England,12653,24.1,15,England,832,3.7,rang80n84,1.9,Children,19.9
3015,SPOTSWOOD,England,2473,27.9,19.3,England,160,3.6,rang80n84,0.7,Children,15.6
3015,SOUTH KINGSVILLE,England,1925,31.1,22.6,England,106,3,rang80n84,1.8,Children,16.4
3016,WILLIAMSTOWN,England,13830,21.6,11.3,England,1414,5.6,rang80n84,2.2,Children,20.3
3016,WILLIAMSTOWN NORTH,England,1626,28.2,15,England,166,5.5,rang80n84,2.1,Children,14.8
3018,ALTONA,England,10429,32.1,19.7,England,1100,5.8,rang80n84,3.7,Children,14.8
3018,SEAHOLME,England,1957,31.1,19.5,England,202,5.6,rang80n84,2.4,Children,14.8
3019,BRAYBROOK,Vietnam,8760,57.4,54.1,Vietnam,3480,23.7,rang80n84,1.7,Children,20.2
3020,SUNSHINE WEST,Vietnam,17878,55.4,51.4,Vietnam,4284,13.7,rang80n84,2,Children,17.2
3020,SUNSHINE,Vietnam,9365,51.1,46.3,Vietnam,1978,12.2,rang80n84,2.4,Children,16.2
3020,SUNSHINE NORTH,Vietnam,11284,57.8,55.1,Vietnam,4922,24.8,rang80n84,2.5,Children,17.8
3020,ALBION,India,4527,54.7,49.4,India,1152,14.5,rang80n84,1.3,Children,15.8
3021,ST ALBANS,Vietnam,36838,62.1,59.1,Vietnam,10998,17.1,rang80n84,2,Children,17.5
3021,KINGS PARK,Vietnam,8779,56.3,53,Vietnam,2120,13.8,rang80n84,1,Children,20.1
3021,ALBANVALE,Vietnam,5482,50.8,47.3,Vietnam,1176,12.1,rang80n84,0.8,Children,19.2
3021,KEALBA,Vietnam,3283,39,34.8,Vietnam,436,7.3,rang80n84,0.4,Children,17.9
3022,ARDEER,Vietnam,2936,48.3,42.3,Vietnam,418,8.3,rang80n84,2.6,Children,17.5
3023,CAROLINE SPRINGS,Philippines,22029,39.2,33.2,Philippines,2360,6,rang80n84,0.3,Children,27.6
3023,DEER PARK,Vietnam,17803,49.8,44.3,Vietnam,2228,7.5,rang80n84,1,Children,19.8
3023,CAIRNLEA,Vietnam,9673,53,50.1,Vietnam,3132,18.6,rang80n84,0.5,Children,23.7
3023,BURNSIDE HEIGHTS,Philippines,5561,47.1,42.7,Philippines,664,6.9,rang80n84,0.3,Children,27
3023,BURNSIDE,Philippines,4686,43.6,39.4,Philippines,580,7,rang80n84,2.7,Children,22.5
3024,WYNDHAM VALE,England,19366,26.4,17,England,1282,4,rang80n84,0.4,Children,26.5
3025,ALTONA NORTH,Italy,12026,44.1,39.1,Italy,1260,6,rang80n84,3.8,Children,17.8
3026,LAVERTON NORTH,New Zealand,100,25,7.8,New Zealand,22,17.2,rang80n84,0,Children,2
3027,WILLIAMS LANDING,India,4079,50.2,40.5,India,896,14.6,rang80n84,0.5,Children,24.2
3028,ALTONA MEADOWS,India,19507,36.9,30.2,India,1304,3.7,rang80n84,1.3,Children,16.5
3028,LAVERTON,India,4592,49.3,41.5,India,1140,15,rang80n84,1.3,Children,17.8
3028,SEABROOK,India,5201,32.6,26.1,India,324,3.4,rang80n84,0.7,Children,22.5
3029,HOPPERS CROSSING,India,39037,32.7,25.3,India,3140,4.4,rang80n84,1,Children,20
3029,TARNEIT,India,25535,42,32.4,India,3374,8.3,rang80n84,0.3,Children,26.3
3029,TRUGANINA,India,10720,47,37.3,India,1684,9.9,rang80n84,0.1,Children,26.3
3030,WERRIBEE,England,39846,28.9,20.7,England,2520,3.6,rang80n84,1.7,Children,19.1
3030,POINT COOK,India,37469,43.6,32,India,3648,5.8,rang80n84,0.2,Children,28
3030,DERRIMUT,Philippines,6765,50.6,45.5,Philippines,1032,9.2,rang80n84,0.2,Children,27.7
3031,FLEMINGTON,Vietnam,7914,41.7,35.4,Vietnam,896,6.6,rang80n84,1.7,Children,17.8
3031,KENSINGTON,China,10420,34.1,24.4,China,724,4,rang80n84,0.9,Children,13.9
3032,ASCOT VALE,Italy,14416,30.2,23.9,Italy,826,3.3,rang80n84,1.6,Children,17.8
3032,TRAVANCORE,China,1787,48.1,39.8,China,278,8.8,rang80n84,0.6,Children,8.2
3033,KEILOR EAST,Italy,14002,31.6,27.9,Italy,2212,8.8,rang80n84,2.6,Children,16.3
3034,AVONDALE HEIGHTS,Italy,11612,44.6,41.6,Italy,2548,12,rang80n84,3.1,Children,14.1
3036,KEILOR,Italy,5969,24.1,19.7,Italy,418,3.8,rang80n84,2.9,Children,16.6
3036,KEILOR NORTH,Italy,91,39.3,27.4,Italy,20,12.3,rang80n84,0,Children,19.8
3037,SYDENHAM,India,10969,41.7,37.8,India,2104,10.8,rang80n84,0.8,Children,21.3
3037,DELAHEY,Vietnam,8776,48.8,45.5,Vietnam,1008,6.4,rang80n84,0.7,Children,20.3
3037,TAYLORS HILL,India,12700,35.3,32.1,India,1076,4.7,rang80n84,0.6,Children,28.3
3038,KEILOR DOWNS,Vietnam,10755,42.3,39.3,Vietnam,876,4.5,rang80n84,1.3,Children,15.5
3038,TAYLORS LAKES,Italy,16764,32.4,29.2,Italy,976,3.1,rang80n84,1.1,Children,17.6
3038,KEILOR LODGE,Italy,1845,28.8,25.5,Italy,118,3.5,rang80n84,0.2,Children,17.7
3039,MOONEE PONDS,Italy,14362,26.6,20.6,Italy,1508,5.8,rang80n84,2.3,Children,16.1
3040,ESSENDON,India,19720,23,18.2,India,1530,4.3,rang80n84,2.4,Children,16.4
3040,ABERFELDIE,England,3765,16.5,11.9,England,170,2.5,rang80n84,2,Children,19.5
3040,ESSENDON WEST,Italy,1452,18.2,13.9,Italy,76,2.8,rang80n84,3.8,Children,19.6
3041,STRATHMORE,Italy,8471,16.7,12,Italy,426,2.7,rang80n84,2.4,Children,19.8
3041,ESSENDON NORTH,India,2439,26.2,21.1,India,218,5.2,rang80n84,2.4,Children,15.5
3041,STRATHMORE HEIGHTS,Italy,979,20.9,15.1,Italy,46,2.5,rang80n84,2.6,Children,18.9
3042,AIRPORT WEST,Italy,7336,28.7,24.8,Italy,1254,9.5,rang80n84,3.8,Children,15.3
3042,NIDDRIE,Italy,5092,22.1,17.2,Italy,334,3.6,rang80n84,3.1,Children,18.7
3042,KEILOR PARK,Italy,2614,34.9,31.7,Italy,758,15.3,rang80n84,2.2,Children,14.4
3043,GLADSTONE PARK,Italy,8637,35.7,30.9,Italy,686,4.4,rang80n84,2,Children,15
3043,TULLAMARINE,Italy,6552,35.9,30.6,Italy,542,4.6,rang80n84,1.9,Children,13.3
3043,GOWANBRAE,Italy,2922,26.5,22,Italy,132,2.5,rang80n84,1.1,Children,23.8
3044,PASCOE VALE,Italy,15746,31.1,26.7,Italy,1870,6.6,rang80n84,3.5,Children,17.2
3044,PASCOE VALE SOUTH,Italy,9934,24.7,20.8,Italy,1182,6.4,rang80n84,2.6,Children,20.2
3045,MELBOURNE AIRPORT,New Zealand,158,30.2,20.9,New Zealand,18,10.6,rang80n84,1.9,Children,16.5
3046,GLENROY,India,20810,41.9,37.7,India,1994,5.5,rang80n84,3.6,Children,17.5
3046,OAK PARK,India,6102,31,26.5,India,442,4,rang80n84,2.8,Children,16.6
3046,HADFIELD,Italy,5625,35.3,32.6,Italy,832,8.4,rang80n84,3.8,Children,17.9
3047,BROADMEADOWS,Iraq,11187,46.9,43.1,Iraq,1400,7.5,rang80n84,1.9,Children,23
3047,DALLAS,Turkey,6778,49,45.7,Turkey,1784,15.5,rang80n84,2,Children,23
3047,JACANA,India,2048,39.2,33.7,India,138,3.9,rang80n84,3.8,Children,16.1
3048,MEADOW HEIGHTS,Turkey,15635,47.5,45,Turkey,3786,13.5,rang80n84,0.5,Children,24.9
3048,COOLAROO,Iraq,3345,43.6,39.7,Iraq,662,11,rang80n84,2,Children,21.1
3049,WESTMEADOWS,Italy,5725,25.6,21.1,Italy,472,4.6,rang80n84,1.5,Children,14.1
3049,ATTWOOD,Italy,3387,23.9,20.1,Italy,222,3.5,rang80n84,0.5,Children,22.5
3051,NORTH MELBOURNE,China,12943,46.1,36.7,China,1722,8.2,rang80n84,1,Children,10.7
3052,PARKVILLE,China,6690,38.7,28.9,China,724,6.3,rang80n84,1.5,Children,5.7
3053,CARLTON,China,14602,63,55.3,China,2668,11.2,rang80n84,0.7,Children,7.3
3054,PRINCES HILL,England,2199,25.3,16.1,England,122,3.1,rang80n84,1.7,Children,12.1
3054,CARLTON NORTH,England,6644,26.5,15.7,England,464,4,rang80n84,1.5,Children,10.1
3055,BRUNSWICK WEST,Italy,13959,36.4,30,Italy,1164,4.7,rang80n84,1.8,Children,12.9
3056,BRUNSWICK,Italy,24433,34.8,26.5,Italy,1864,4.4,rang80n84,1.6,Children,11
3057,BRUNSWICK EAST,Italy,9114,33.9,24.8,Italy,1036,6.4,rang80n84,1.8,Children,12
3058,COBURG,Italy,26503,35.9,30.6,Italy,3482,7.4,rang80n84,2.1,Children,16.7
3058,COBURG NORTH,Italy,6923,38.7,32.8,Italy,984,8.1,rang80n84,2.7,Children,16.9
3059,GREENVALE,Italy,12344,31,28.6,Italy,1458,6.4,rang80n84,0.5,Children,19.6
3060,FAWKNER,Italy,13316,49.6,45.7,Italy,3314,14,rang80n84,4.3,Children,20.1
3061,CAMPBELLFIELD,Iraq,5730,54.9,52.4,Iraq,1372,13.7,rang80n84,1.7,Children,21.7
3064,ROXBURGH PARK,Iraq,20536,46,43.5,Iraq,4664,12.9,rang80n84,0.5,Children,27.9
3065,FITZROY,Vietnam,10535,37.4,25.6,Vietnam,796,4.8,rang80n84,1.3,Children,11.2
3066,COLLINGWOOD,Vietnam,7090,37.7,27.8,Vietnam,796,7.1,rang80n84,1,Children,12.5
3068,FITZROY NORTH,England,12330,27.6,16.5,England,996,4.6,rang80n84,1.6,Children,13.2
3068,CLIFTON HILL,England,6297,23.3,12.8,England,484,4.4,rang80n84,1.1,Children,13.8
3070,NORTHCOTE,Greece,24316,27.7,19.1,Greece,2476,5.7,rang80n84,1.9,Children,16.1
3072,PRESTON,Italy,31514,37.2,32,Italy,2640,4.8,rang80n84,2,Children,16.5
3074,THOMASTOWN,Italy,21348,53.9,51.9,Italy,3232,8.4,rang80n84,2.3,Children,16.1
3075,LALOR,Italy,21348,49.8,47.6,Italy,2820,7.5,rang80n84,2.3,Children,17.9
3076,EPPING,India,29632,36.1,32.5,India,2996,5.9,rang80n84,1.2,Children,21.4
3078,ALPHINGTON,England,4893,22.1,14.4,England,342,3.9,rang80n84,1.3,Children,19.1
3078,FAIRFIELD,Greece,6194,28.2,20.6,Greece,466,4.1,rang80n84,2,Children,14.8
3079,IVANHOE,China,11691,26.3,19.1,China,668,3.1,rang80n84,2,Children,17.8
3079,IVANHOE EAST,England,4024,20.4,13.9,England,260,3.6,rang80n84,2.6,Children,18.9
3081,HEIDELBERG WEST,Somalia,5672,37,32,Somalia,548,5.6,rang80n84,2.3,Children,20.1
3081,HEIDELBERG HEIGHTS,India,6713,31.3,25.2,India,438,3.7,rang80n84,2.6,Children,16.1
3082,MILL PARK,FYR Macedonia,31334,33.3,29.9,FYR Macedonia,2142,3.7,rang80n84,1.1,Children,18.2
3083,BUNDOORA,China,27155,38,33.9,China,3674,7.6,rang80n84,2,Children,15.5
3083,KINGSBURY,China,3556,52.1,47.9,China,770,11.9,rang80n84,1.8,Children,12.5
3084,ROSANNA,Italy,8350,24.9,18.5,Italy,630,4.2,rang80n84,4.2,Children,17.3
3084,HEIDELBERG,China,6056,27.4,21.2,China,324,3,rang80n84,2.4,Children,18.3
3084,VIEWBANK,England,7067,26.2,20.8,England,394,3,rang80n84,2,Children,18.1
3084,EAGLEMONT,Italy,4067,21.3,14.5,Italy,280,3.7,rang80n84,1.9,Children,17.2
3085,MACLEOD,England,10054,25.5,19,England,556,3,rang80n84,3.3,Children,18
3085,YALLAMBIE,England,4250,18.2,12.1,England,272,3.5,rang80n84,0.9,Children,19.9
3087,WATSONIA,England,5338,18.2,13.2,England,242,2.5,rang80n84,3.1,Children,17.8
3087,WATSONIA NORTH,Italy,3984,21.9,17.2,Italy,262,3.5,rang80n84,1.7,Children,16.7
3088,GREENSBOROUGH,England,21372,19.2,13,England,1212,3.1,rang80n84,1.7,Children,18
3088,ST HELENA,England,2906,14.3,8.1,England,174,3.1,rang80n84,2.4,Children,16.3
3088,BRIAR HILL,England,3192,15.7,7.9,England,272,4.5,rang80n84,1.7,Children,16.5
3089,DIAMOND CREEK,England,11372,13.4,6.2,England,962,4.5,rang80n84,0.6,Children,20.5
3090,PLENTY,England,1573,12.6,8.5,England,68,2.4,rang80n84,0.5,Children,27.6
3091,YARRAMBAT,Italy,698,14.1,9.6,Italy,60,4.7,rang80n84,0.9,Children,18.9
3093,LOWER PLENTY,England,3913,15.8,9.2,England,256,3.5,rang80n84,2.2,Children,17.1
3094,MONTMORENCY,England,9034,14.5,7.1,England,722,4.2,rang80n84,1.7,Children,17.8
3095,ELTHAM,England,18656,16.4,7.6,England,1830,5.2,rang80n84,1,Children,19.8
3095,ELTHAM NORTH,England,7096,14.6,7.7,England,582,4.4,rang80n84,0.3,Children,20.6
3095,RESEARCH,England,2302,12.5,5.8,England,202,4.7,rang80n84,1.3,Children,18.4
3096,WATTLE GLEN,England,1676,13.5,5.2,England,176,5.5,rang80n84,1.9,Children,20.7
3099,HURSTBRIDGE,England,2800,12,4.3,England,254,4.8,rang80n84,1.1,Children,22
3101,KEW,China,25364,28.7,21,China,1798,4,rang80n84,2.4,Children,16
3102,KEW EAST,China,6212,27.2,21.5,China,430,3.7,rang80n84,2.3,Children,19.7
3103,BALWYN,China,13646,37.8,30.7,China,2424,9.7,rang80n84,3.3,Children,15.8
3103,DEEPDENE,China,2473,29.5,23.5,China,328,7.3,rang80n84,3.5,Children,14.2
3104,BALWYN NORTH,China,21429,35.4,29.2,China,2926,7.4,rang80n84,3.1,Children,17.7
3105,BULLEEN,Italy,11404,40.9,37.6,Italy,1928,9.2,rang80n84,3.8,Children,15.7
3106,TEMPLESTOWE,China,17354,37.8,30,China,1526,4.8,rang80n84,2,Children,15.1
3107,TEMPLESTOWE LOWER,China,13790,37.7,32.5,China,1398,5.6,rang80n84,2.9,Children,15.6
3108,DONCASTER,China,19527,47.5,42.5,China,3982,11.3,rang80n84,3.6,Children,13.4
3109,DONCASTER EAST,China,28551,44.2,38.1,China,4278,8.2,rang80n84,2.6,Children,15.7
3111,DONVALE,China,12173,29.5,22.1,China,798,3.5,rang80n84,2.6,Children,17
3113,WARRANDYTE,England,5523,19.4,10.5,England,554,5.4,rang80n84,0.9,Children,20.2
3113,NORTH WARRANDYTE,England,2822,16.6,6.4,England,334,6.4,rang80n84,0.9,Children,22.2
3114,PARK ORCHARDS,England,3850,17.6,8.9,England,412,5.8,rang80n84,1.6,Children,20.4
3115,WONGA PARK,England,2793,13.6,5.2,England,294,5.6,rang80n84,0.7,Children,21
3116,CHIRNSIDE PARK,England,8624,20.8,10.3,England,1064,6.6,rang80n84,1.7,Children,17.9
3121,RICHMOND,Vietnam,25957,35.1,24.5,Vietnam,2694,6.1,rang80n84,1.4,Children,10.5
3121,BURNLEY,England,796,26.8,16.9,England,72,5,rang80n84,0.3,Children,10.1
3121,CREMORNE,New Zealand,1667,25.7,10.5,New Zealand,154,5.3,rang80n84,0.4,Children,10.2
3122,HAWTHORN,India,22712,33.2,24.2,India,1982,5,rang80n84,1.3,Children,12.2
3123,HAWTHORN EAST,India,14015,29.7,21.1,India,1006,4.1,rang80n84,1.8,Children,15
3124,CAMBERWELL,England,21043,26.9,17.5,England,1604,4.1,rang80n84,2.6,Children,17.8
3125,BURWOOD,China,14030,43.1,37.1,China,3038,12.1,rang80n84,3.2,Children,14.6
3126,CANTERBURY,England,8198,26.2,15.9,England,690,4.5,rang80n84,2.8,Children,16.7
3127,SURREY HILLS,England,13779,22.8,14.6,England,964,3.8,rang80n84,1.9,Children,19
3127,MONT ALBERT,China,5154,28.7,20.3,China,588,6.1,rang80n84,2.4,Children,16.6
3128,BOX HILL,China,10246,53,49.3,China,3946,22.3,rang80n84,2.4,Children,12
3128,BOX HILL SOUTH,China,8250,32.8,26,China,1270,8.6,rang80n84,3,Children,18.1
